,n_rep,num_qubits,n_gadgets,method,mapping,cx,pre-cx,broken_chains,steiner_nodes,I-index,doubles,q-corr
1248,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 4, 2, 5, 1, 6]",300,262,54,101,228,5,101
92,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 1, 5, 4, 6, 2, 3]",309,265,58,115,231,6,99
2558,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 2, 4, 0, 1, 3, 6]",310,265,55,99,222,4,102
3531,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 2, 4, 0, 5, 1]",306,266,59,118,227,3,98
872,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 0, 1, 2, 3, 4, 6]",310,267,62,125,240,4,93
959,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 1, 5, 4, 3, 2]",316,267,57,109,231,6,99
2115,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 0, 4, 2, 5, 1]",314,267,57,109,225,4,99
90,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 1, 4, 5, 6, 2, 3]",312,268,56,109,221,5,104
1269,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 4, 2, 5, 1, 3]",311,268,57,107,234,5,98
1293,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 4, 5, 2, 1, 3]",314,268,52,105,216,9,107
1479,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 6, 0, 2, 4, 3, 5]",304,268,61,113,231,5,94
1745,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 0, 1, 2, 3, 4]",308,268,63,120,237,3,94
2555,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 0, 1, 5, 4]",314,268,55,99,223,6,101
2697,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 2, 0, 4, 1, 5]",312,269,54,106,222,6,102
3221,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 1, 5, 0, 4, 2]",311,269,56,97,229,4,101
3338,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 4, 1, 0, 6, 2]",310,269,54,91,215,7,108
4187,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 5, 4, 1, 0, 2]",314,269,50,92,213,8,108
2722,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 6, 0, 2, 1, 4]",314,270,54,113,215,7,104
1415,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 5, 4, 2, 3, 1]",314,271,59,118,237,5,92
2649,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 0, 4, 1, 5]",308,271,53,105,211,5,108
2747,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 5, 0, 4, 1, 2]",306,271,54,98,217,6,106
2751,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 3, 0, 5, 1, 2]",317,271,59,107,239,5,95
4629,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 1, 2, 5, 3, 0]",308,271,57,110,225,6,101
4660,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 1, 6, 4, 2, 0]",321,271,58,104,241,6,94
1881,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 0, 4, 1, 2, 5]",320,272,52,99,208,6,109
1888,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 6, 0, 3, 1, 2, 4]",308,272,58,121,231,5,96
1236,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 0, 2, 5, 3, 1, 6]",317,273,57,106,221,7,102
1787,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 0, 1, 5, 4, 2]",310,273,54,99,223,6,103
2401,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 1, 0, 4, 6, 5]",309,273,57,106,235,5,96
2521,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 4, 0, 1, 6, 5]",309,273,55,113,227,4,100
2528,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 3, 0, 1, 4, 6]",320,273,56,107,227,5,101
2529,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 0, 1, 4, 5]",309,273,51,96,205,6,111
2531,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 0, 1, 5, 4]",313,273,53,97,212,6,107
3696,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 3, 4, 5, 6, 0, 2]",310,273,54,109,226,7,98
3968,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 3, 1, 4, 0, 6]",313,273,53,102,221,6,104
4905,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 4, 5, 1, 2, 0]",312,273,54,99,219,8,104
551,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 5, 2, 4, 1, 3]",313,274,57,112,233,3,98
2252,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 5, 4, 0, 6, 2, 3]",310,274,55,113,221,7,101
2616,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 4, 5, 0, 1, 6, 2]",321,274,55,90,221,5,105
2618,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 4, 0, 1, 6, 2]",321,274,50,88,211,8,110
2832,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 4, 5, 0, 2, 6, 1]",313,274,54,104,221,6,101
4277,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 5, 2, 4, 0, 1]",324,274,56,110,223,3,100
4845,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 4, 5, 1, 3, 0]",304,274,56,106,227,6,100
204,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 1, 5, 3, 2, 6]",323,275,57,103,225,5,101
1181,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 6, 5, 1, 4, 2]",308,275,58,102,235,4,98
1760,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 0, 1, 4, 2, 6]",316,275,58,105,224,4,101
2469,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 1, 0, 2, 5, 3]",325,275,56,107,230,6,100
2735,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 4, 0, 2, 1, 3]",318,275,53,107,220,10,105
3443,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 5, 2, 0, 1, 4]",323,275,57,107,217,5,104
3737,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 6, 5, 3, 0, 4]",324,275,53,96,218,7,104
4209,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 4, 5, 0, 1]",325,275,57,117,216,4,103
4211,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 5, 4, 0, 1]",325,275,51,111,206,7,108
4314,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 6, 3, 2, 0, 1]",305,275,53,113,220,6,99
4540,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 5, 6, 4, 2, 0]",322,275,59,107,247,5,91
4619,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 1, 2, 5, 4, 0]",314,275,53,96,209,8,109
4801,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 4, 6, 1, 5, 0]",311,275,63,122,244,3,92
792,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 3, 4, 5, 2, 6]",319,276,58,114,215,5,103
914,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 1, 5, 4, 2, 6]",320,276,53,102,226,6,102
1482,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 4, 0, 2, 5, 6, 3]",329,276,53,109,215,5,104
1486,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 5, 0, 2, 6, 4, 3]",323,276,61,127,239,4,92
1905,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 0, 4, 1, 5, 2]",321,276,53,95,215,5,107
2063,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 0, 5, 4, 3, 1]",324,276,57,107,224,5,99
2859,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 4, 0, 5, 2, 1]",326,276,57,106,223,5,100
3392,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 2, 3, 4, 0, 1, 6]",316,276,56,109,224,4,101
3848,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 1, 3, 4, 0, 6]",314,276,55,102,229,5,100
3907,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 1, 2, 5, 0, 3]",328,276,54,109,229,5,99
3931,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 1, 5, 2, 0, 3]",323,276,56,109,231,6,98
3961,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 4, 1, 6, 0, 5]",313,276,57,118,231,3,98
4050,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 6, 1, 2, 0, 3]",320,276,51,101,217,9,105
396,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 2, 5, 1, 3, 6]",320,277,58,99,227,4,100
428,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 4, 2, 1, 6, 3]",311,277,50,100,221,6,104
989,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 2, 1, 6, 5, 4]",313,277,51,101,217,9,105
1163,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 3, 5, 1, 2, 4]",323,277,56,111,233,6,96
1620,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 0, 5, 2, 3, 6]",311,277,60,107,225,2,100
2462,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 1, 0, 2, 3, 6]",325,277,52,97,216,7,105
2507,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 1, 0, 5, 4, 2]",317,277,55,99,227,5,101
2514,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 1, 0, 6, 3, 2]",324,277,54,100,222,6,102
2625,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 4, 0, 1, 5, 2]",326,277,56,99,221,4,104
2674,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 2, 3, 0, 6, 1, 4]",322,277,54,114,221,4,101
4610,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 1, 2, 4, 6, 0]",312,277,57,106,241,6,94
62,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 1, 5, 4, 2, 3, 6]",318,278,58,113,229,5,99
68,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 1, 5, 4, 2, 6, 3]",320,278,56,111,221,5,104
148,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 1, 2, 5, 6, 4]",327,278,58,113,230,5,97
235,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 1, 6, 5, 3, 2]",319,278,57,105,224,5,102
1029,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 4, 1, 2, 5, 3]",326,278,53,102,218,7,106
1094,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 5, 4, 1, 3, 6]",322,278,52,96,219,7,105
1512,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 3, 0, 4, 5, 2, 6]",314,278,55,112,211,7,105
2099,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 0, 2, 5, 4, 1]",317,278,53,107,209,7,106
2109,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 0, 2, 5, 3, 1]",314,278,58,119,229,7,96
2577,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 2, 0, 1, 4, 5]",321,278,52,97,216,7,105
2708,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 2, 0, 6, 1, 3]",311,278,55,102,226,8,101
2811,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 2, 0, 4, 5, 1]",323,278,52,109,211,8,106
3244,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 5, 1, 0, 6, 4]",328,278,58,108,240,5,93
3862,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 1, 6, 4, 0, 3]",321,278,53,95,227,6,102
3911,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 1, 2, 4, 0, 3]",323,278,53,102,232,6,99
4454,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 5, 4, 3, 6, 0]",326,278,55,102,218,7,105
4805,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 6, 5, 1, 4, 0]",315,278,58,104,224,4,102
4824,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 4, 5, 1, 6, 0]",320,278,55,111,233,6,98
4831,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 2, 3, 6, 1, 5, 0]",318,278,61,131,236,2,94
263,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 2, 6, 1, 5, 4, 3]",327,279,54,99,221,7,104
419,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 3, 2, 1, 5, 4]",315,279,53,104,220,7,102
911,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 1, 5, 2, 4, 3]",322,279,59,111,238,3,96
1042,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 0, 3, 1, 6, 2, 4]",320,279,55,121,229,3,97
1178,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 5, 4, 1, 6, 2]",322,279,52,90,215,6,108
1546,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 5, 0, 3, 6, 4, 2]",318,279,62,130,238,3,92
1668,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 0, 5, 3, 6, 2]",323,279,57,106,218,3,104
1703,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 0, 1, 5, 4, 3]",319,279,57,93,223,6,104
2276,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 5, 4, 0, 6, 3, 2]",320,279,55,113,218,7,102
2402,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 1, 0, 5, 4, 6]",318,279,58,105,237,6,96
2414,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 1, 0, 4, 3, 6]",314,279,56,99,221,4,104
3068,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 4, 2, 0, 6, 3]",316,279,56,103,228,5,100
3254,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 4, 1, 0, 3, 6]",324,279,52,95,209,6,110
3705,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 6, 3, 4, 5, 0, 2]",316,279,56,109,218,6,102
3784,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 6, 2, 3, 0, 4]",320,279,53,114,221,5,101
3861,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 1, 4, 5, 0, 3]",320,279,52,90,215,6,108
3909,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 1, 2, 5, 0, 3]",330,279,56,106,230,5,100
4233,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 4, 5, 0, 1]",319,279,59,119,227,4,97
4235,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 5, 4, 0, 1]",319,279,54,113,217,7,102
4761,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 4, 1, 2, 5, 0]",314,279,59,111,221,3,103
4890,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 6, 2, 1, 3, 0]",324,279,53,107,216,7,104
4977,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 2, 4, 5, 1, 0]",313,279,58,113,229,5,99
165,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 1, 2, 4, 5, 3]",326,280,52,103,223,8,103
530,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 5, 2, 4, 1, 6]",326,280,59,108,225,4,101
1062,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 0, 3, 1, 5, 6, 2]",320,280,57,98,224,5,101
1801,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 0, 4, 1, 6, 5]",321,280,55,108,221,5,103
1944,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 0, 4, 5, 1, 6]",321,280,53,105,224,9,103
2067,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 0, 6, 4, 5, 1]",328,280,57,114,235,8,94
2570,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 2, 0, 1, 4, 6]",320,280,56,107,230,6,100
3162,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 2, 1, 5, 0, 6, 3]",320,280,58,104,233,4,97
3410,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 2, 4, 0, 1, 6]",318,280,55,105,226,5,102
3491,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 5, 0, 4, 1]",328,280,56,110,214,4,104
3587,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 5, 4, 0, 2, 1]",325,280,50,102,209,10,106
3939,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 1, 4, 5, 0, 2]",324,280,55,94,215,7,108
3989,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 6, 1, 5, 0, 4]",319,280,54,100,229,4,99
4504,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 6, 2, 3, 4, 0]",327,280,57,113,225,4,100
4557,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 1, 4, 5, 3, 2, 0]",318,280,59,108,221,8,103
4731,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 2, 1, 4, 5, 0]",320,280,50,101,211,6,109
4909,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 3, 5, 1, 2, 0]",317,280,54,110,228,7,98
437,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 6, 5, 1, 2, 4]",328,281,56,111,228,4,98
527,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 2, 5, 4, 1, 3]",323,281,53,106,215,6,107
575,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 5, 4, 2, 1, 3]",328,281,57,111,229,7,100
619,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 2, 4, 6, 5, 3, 1]",320,281,58,116,242,5,89
708,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 5, 3, 6, 2, 1]",319,281,50,104,204,8,108
813,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 6, 4, 5, 2, 3]",336,281,57,115,229,6,97
992,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 0, 2, 1, 3, 4, 6]",318,281,57,119,238,6,94
1155,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 6, 4, 1, 2, 5]",329,281,52,100,224,6,102
1592,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 0, 2, 3, 4, 6]",318,281,62,126,242,5,92
1664,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 0, 3, 4, 6, 2]",322,281,59,118,231,4,98
1810,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 0, 3, 1, 6, 4]",322,281,58,112,232,4,97
1845,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 0, 4, 1, 5, 3]",333,281,54,98,222,7,104
1964,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 2, 0, 4, 6, 1, 3]",322,281,54,106,226,7,101
2117,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 0, 5, 2, 4, 1]",323,281,58,108,227,2,98
2270,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 5, 4, 0, 3, 6, 2]",325,281,53,110,208,7,107
2376,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 4, 0, 5, 6, 2]",325,281,55,100,225,4,103
2429,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 1, 0, 6, 5, 4]",313,281,58,102,225,7,101
2504,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 1, 0, 4, 6, 2]",315,281,55,105,225,6,101
2601,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 4, 0, 1, 2, 5]",323,281,55,103,214,5,106
2621,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 5, 0, 1, 4, 2]",322,281,59,100,231,2,100
2786,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 5, 0, 4, 6, 1]",331,281,58,112,233,4,95
3307,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 2, 1, 0, 5, 3]",321,281,57,111,231,5,98
3345,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 4, 1, 0, 5, 2]",337,281,57,101,223,2,103
3431,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 2, 4, 0, 1, 3]",316,281,57,109,232,4,99
3695,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 6, 5, 4, 2, 0, 3]",326,281,55,111,225,7,99
3866,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 1, 5, 4, 0, 6]",325,281,52,102,224,9,103
4057,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 4, 6, 1, 5, 0, 2]",329,281,60,104,241,5,95
4083,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 6, 4, 1, 0, 5]",330,281,57,116,231,3,98
4137,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 2, 4, 1, 0, 5]",320,281,59,114,232,2,97
4257,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 2, 4, 5, 0, 1]",316,281,57,118,229,4,96
4259,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 2, 5, 4, 0, 1]",316,281,53,112,213,6,104
4835,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 5, 1, 4, 0]",321,281,57,103,225,5,101
266,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 2, 1, 5, 4, 6]",320,282,56,108,231,8,98
453,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 4, 5, 1, 2, 3]",328,282,55,104,233,8,98
885,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 1, 2, 4, 5, 3]",331,282,55,101,226,8,102
1148,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 0, 4, 2, 1, 6, 3]",327,282,53,100,222,5,103
1154,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 5, 4, 1, 2, 6]",320,282,49,92,216,7,107
1187,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 3, 5, 1, 4, 2]",324,282,58,106,233,5,98
1348,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 2, 5, 6, 4, 1]",322,282,57,113,229,5,97
1514,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 3, 0, 5, 4, 2, 6]",312,282,57,115,227,5,97
1575,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 0, 6, 4, 3, 5]",329,282,55,97,231,6,98
1655,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 1, 0, 5, 4, 2, 3]",327,282,55,110,234,5,98
2541,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 4, 0, 1, 5, 3]",325,282,55,101,229,6,101
2927,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 6, 2, 5, 0, 4, 3]",328,282,55,104,221,3,101
3120,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 1, 4, 0, 5, 6]",322,282,57,108,233,4,98
3146,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 1, 5, 0, 4, 6]",321,282,56,105,240,6,95
3207,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 1, 3, 0, 2, 5]",317,282,56,113,228,6,99
3273,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 1, 0, 4, 5]",327,282,53,96,218,7,104
3417,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 2, 4, 0, 1, 5]",330,282,58,115,230,4,98
3995,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 1, 5, 0, 4]",321,282,57,99,233,4,96
4067,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 5, 1, 4, 0, 2]",318,282,53,95,219,7,105
4251,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 2, 4, 5, 0, 1]",309,282,57,116,221,4,101
4253,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 2, 5, 4, 0, 1]",309,282,52,110,205,6,109
4763,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 5, 1, 2, 4, 0]",324,282,56,100,225,6,101
4809,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 4, 1, 5, 0]",325,282,60,113,224,2,102
60,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 1, 4, 5, 2, 3, 6]",329,283,56,107,215,5,106
218,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 1, 5, 4, 6, 2]",322,283,57,104,226,7,101
439,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 3, 6, 1, 2, 5]",325,283,54,104,211,5,107
827,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 6, 3, 5, 4, 2]",316,283,54,119,220,6,101
902,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 0, 1, 4, 2, 3, 6]",326,283,59,114,232,2,97
1034,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 5, 1, 4, 2, 6]",328,283,56,100,234,3,98
1272,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 4, 5, 2, 1, 6]",326,283,47,94,210,9,110
1454,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 2, 0, 5, 4, 3, 6]",325,283,54,105,219,7,101
1676,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 0, 4, 6, 3, 2]",323,283,56,117,229,5,99
1732,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 0, 1, 2, 6, 4]",324,283,57,111,231,5,98
1749,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 0, 1, 2, 5, 3]",331,283,54,105,226,7,102
1959,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 0, 4, 3, 1, 5]",328,283,56,109,226,6,100
2307,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 2, 0, 6, 4, 5]",320,283,56,104,226,10,101
2328,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 4, 0, 2, 5, 6]",318,283,52,108,224,6,103
2403,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 1, 0, 6, 4, 5]",330,283,55,101,231,7,98
2598,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 3, 5, 0, 1, 2, 6]",326,283,58,97,227,4,99
2698,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 2, 0, 6, 1, 4]",322,283,56,114,225,6,99
3104,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 3, 4, 0, 6, 2]",321,283,56,107,225,5,101
3193,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 4, 1, 6, 0, 2, 5]",330,283,54,108,222,5,103
3214,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 6, 1, 4, 0, 2, 3]",333,283,55,108,224,6,102
3387,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 6, 4, 0, 1, 5]",328,283,57,117,232,5,98
